id|price|ean|wartosci_odzywcze|title
94452|4.39 zł|5902899141374|{'Wartość energetyczna ': '1023 kJ / 247 kcal', 'Tłuszcz ': '23 g', 'w tym kwasy tłuszczowe nasycone ': '16 g', 'Węglowodany ': '4,2 g', 'w tym cukry ': '2,8 g', 'Białko ': '5,9 g', 'Sól ': '0,92 g', 'metadata': 'w 100 g'}|Almette Puszysty Serek Twarogowy Z Ziołami 120 G (4 X 30 G)
87506|4.15 zł|5902899139470|{'Wartość energetyczna ': '1003 kJ/ 242 kcal', 'Tłuszcz ': '22 g', 'w tym kwasy tłuszczowe nasycone ': '15 g', 'Węglowodany ': '3,9 g', 'w tym cukry ': '2,9 g', 'Białko ': '7,2 g', 'Sól ': '0,95 g', 'Opakowanie zawiera 10 porcji produktu po 15 g.': '', 'metadata': 'w 100 g\nw porcji (15 g)'}|Almette Puszysty Serek Twarogowy Ze Szpinakiem I Czosnkiem 150 G
61901|4.15 zł|5902899126227|{'Wartość energetyczna ': '890 kJ/ 215 kcal', 'Tłuszcz ': '18 g', 'w tym kwasy tłuszczowe nasycone ': '13 g', 'Węglowodany ': '6,2 g', 'w tym cukry ': '3,8 g', 'Białko ': '7,0 g', 'Sól ': '0,73 g', 'Opakowanie zawiera 10 porcji produktu po 15 g.': '', 'metadata': 'w 100 g\nw porcji (15 g)'}|Almette Z Czosnkiem Niedźwiedzim Puszysty Serek Twarogowy 150 G
61898|4.15 zł|5902899127187|{'Wartość energetyczna ': '973 kJ/ 235 kcal', 'Tłuszcz ': '20 g', 'w tym kwasy tłuszczowe nasycone ': '13 g', 'Węglowodany ': '6,6 g', 'w tym cukry ': '3,5 g', 'Białko ': '7,1 g', 'Sól ': '0,63 g', 'Opakowanie zawiera 10 porcji produktu po 15 g.': '', 'metadata': 'w 100 g\nw porcji (15 g)'}|Almette Z Pomidorami Dojrzewającymi W Słońcu Puszysty Serek Twarogowy 150 G
62738|8.29 zł|5760466853057|{'Wartość energetyczna ': '1078 kJ/260 kcal', 'Tłuszcz ': '22 g', 'w tym kwasy tłuszczowe nasycone ': '14 g', 'Węglowodany ': '<0,5 g', 'w tym cukry ': '<0,5 g', 'Białko ': '15 g', 'Sól ': '3,0 g', 'metadata': 'w 100 g sera:'}|Arla Apetina Ser Biały Sałatkowy W Kostkach 430 G
62740|5.29 zł|5760466799836|{'Wartość energetyczna ': '303 kcal', 'Tłuszcz ': '27 g', ' w tym kwasy tłuszczowe nasycone ': '10 g', 'Węglowodany ': '2,2 g', ' w tym cukry ': '0,1 g', 'Białko ': '13 g', 'Sól ': '2,8 g', 'metadata': 'w 100 g odsączonego produktu:'}|Arla Apetina Ser Biały Typu Śródziemnomorskiego W Zalewie Olejowej Z Oliwkami I Czosnkiem 100 G
62741|5.29 zł|5760466912198|{'Wartość energetyczna ': '318 kcal', 'Tłuszcz ': '27 g', ' w tym kwasy tłuszczowe nasycone ': '12 g', 'Węglowodany ': '2,7 g', ' w tym cukry ': '1,5 g', 'Białko ': '15 g', 'Sól ': '3,0 g', 'metadata': 'w 100 g odsączonego produktu:'}|Arla Apetina Ser Biały Typu Śródziemnomorskiego W Zalewie Olejowej Z Suszonymi Pomidorami 100 G
43244|1.55 zł|5900197012891|{'Wartość energetyczna': '402 kJ/ 95 kcal', 'Tłuszcz': '2,5 g', ' w tym kwasy nasycone': '1,8 g', 'Węglowodany': '15,0 g', ' w tym cukry': '12,5 g', 'Białko': '3,1 g', 'Sól': '0,08 g', 'metadata': '100 g produktu'}|Bakoma 7 Zbóż Jogurt Ze Śliwkami I Ziarnami Zbóż 140 G
43247|3.39 zł|5900197026010|{'Wartość energetyczna ': '406 kJ / 96 kcal', 'Tłuszcz ': '2,5 g', ' w tym kwasy nasycone': '1,8 g', 'Węglowodany ': '14,8 g', ' w tym cukry ': '13,1 g', 'Białko ': '3,4 g', 'Sól ': '0,13 g', 'metadata': '100 g produktu'}|Bakoma 7 Zbóż Men Jogurt Z Brzoskwinią Gruszką I Ziarnami Zbóż 300 G
43248|3.39 zł|5900197026003|{'Wartość energetyczna': '406 kJ / 96 kcal', 'Tłuszcz': '2,5 g', ' w tym kwasy nasycone': '1,8 g', 'Węglowodany': '14,8 g', ' w tym cukry': '13,1 g', 'Białko': '3,4 g', 'Sól': '0,13 g', 'metadata': '100 g produktu'}|Bakoma 7 Zbóż Men Jogurt Z Jabłkiem Pomarańczą I Zbożami 300 G
40804|1.99 zł|5900197014031|{'Wartość energetyczna ': '404 kJ / 96 kcal', 'Tłuszcz ': '2,2 g', 'w tym kwasy tłuszczowe nasycone': '1,4 g', 'Węglowodany ': '12,6 g', 'w tym cukry ': '11,9 g', 'Białko ': '6,3 g', 'Sól ': '0,11 g', '': 'w 100 g / % RWS* w 100 g', 'Wit. D ': '0,94 µg 19% ', 'Wit. B6 ': '0,26 mg 19% ', 'Wit. B12 ': '0,48 µg 19% ', 'Wapń ': '150 mg 19% ', '*RWS - Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ/2000 kcal).': '', 'metadata': 'produktu w 100 g\nw porcji 80 g'}|Bakoma Bakuś Do Kieszonki Serek Truskawkowy 80 G
61411|1.39 zł|59028772|{'Wartość energetyczna ': '466 kJ / 111 kcal', 'Tłuszcz ': '4,0 g', ' w tym kwasy nasycone ': '2,4 g', 'Węglowodany ': '12,9 g', ' w tym cukry ': '12,5 g', 'Białko ': '5,8 g', 'Sól ': '0,10 g', '': 'w 100 g % RWS* w 100 g', 'Witamina B6 ': '0,24 mg 17%', 'Witamina D ': '0,85 µg 17%', 'Witamina B12 ': '0,43 µg 17%', 'Wapń ': '136 mg 17%', '* RWS - Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal)': '', 'metadata': 'w 100 g\nw 90 g'}|Bakoma Bakuś Puszysty Serek Biszkoptowy 90 G
61412|1.39 zł|59017356|{'Wartość energetyczna ': '466 kJ / 111 kcal', 'Tłuszcz ': '4,0 g', ' w tym kwasy nasycone ': '2,4 g', 'Węglowodany ': '12,9 g', ' w tym cukry ': '12,5 g', 'Białko ': '5,8 g', 'Sól ': '0,10 g', '': 'w 100 g % RWS* w 100 g', 'Witamina B6 ': '0,24 mg 17%', 'Witamina D ': '0,85 µg 17%', 'Witamina B12 ': '0,43 µg 17%', 'Wapń ': '136 mg 17%', '* RWS - Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal)': '', 'metadata': 'w 100 g\nw 90 g'}|Bakoma Bakuś Puszysty Serek O Smaku Czekoladowym 90 G
61409|1.39 zł|59020691|{'Wartość energetyczna ': '466 kJ / 111 kcal', 'Tłuszcz ': '4,0 g', ' w tym kwasy nasycone ': '2,4 g', 'Węglowodany ': '12,9 g', ' w tym cukry ': '12,5 g', 'Białko ': '5,8 g', 'Sól ': '0,10 g', '': 'w 100 g % RWS* w 100 g', 'Witamina B6 ': '0,24 mg 17%', 'Witamina D ': '0,85 µg 17%', 'Witamina B12 ': '0,43 µg 17%', 'Wapń ': '136 mg 17%', '* RWS - Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal)': '', 'metadata': 'w 100 g\nw 90 g'}|Bakoma Bakuś Puszysty Serek Waniliowy 90 G
101588|4.59 zł|5900197023842|{'Wartość energetyczna ': '637 kJ / 152 kcal', 'Tłuszcz ': '5,8 g', ' w tym kwasy nasycone ': '3,8 g', 'Węglowodany ': '21,5 g', ' w tym cukry ': '13,5 g', 'Białko ': '2,9 g', 'Sól ': '0,15 g', 'metadata': 'produktu po wymieszaniu jogurtu z płatkami w 100 g'}|Bakoma Jogurt Kremowy Z Malinami I Granolą 230 G
89549|3.39 zł|5900197022746|{'Wartość energetyczna ': '218 kJ/ 52 kcal', 'Tłuszcz ': '2,0 g', ' w tym kwasy tłuszczowe nasycone ': '1,4 g', 'Węglowodany ': '5,1 g', ' w tym cukry ': '5,1 g', 'Białko ': '3,4 g', 'Sól ': '0,10 g', 'Zawartość laktozy <0,01% / 100 g': '', 'metadata': '100 g jogurtu'}|Bakoma Jogurt Naturalny Bez Laktozy 400 G
60757|2.59 zł|5900197019654|{'Wartość energetyczna ': '258 kJ / 61 kcal', 'Tłuszcz ': '1,5 g', ' w tym kwasy nasycone ': '0,9 g', 'Węglowodany ': '7,2 g', ' w tym cukry ': '7,2 g', 'Białko ': '4,7 g', 'Sól ': '0,10 g', 'Wapń ': '160 mg 20%', '% Referencyjnej Wartości Spożycia*': '', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ/2000 kcal)': '', 'metadata': '100 g jogurtu'}|Bakoma Jogurt Naturalny Łagodny Smak 320 G
61386|2.49 zł|5900197020452|{'Wartość energetyczna ': '278 kJ/66 kcal', 'Tłuszcz ': '1,5 g', 'w tym kwasy tłuszczowe nasycone ': '1,1 g', 'Węglowodany ': '5,1 g', 'w tym cukry**': '4,9 g', 'Białko ': '8,0 g', 'Sól ': '0,14 g', '*RWS- Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal)': '', '**Zawiera naturalnie występujące cukry': '', 'metadata': '100 g produktu\nw 230 g\nRWS* w porcji 230 g'}|Bakoma Men Pro Jogurt Mango Z Wysoką Zawartością Białka 230 G
61388|2.49 zł|5900197020438|{'Wartość energetyczna ': '278 kJ/66 kcal', 'Tłuszcz ': '1,5 g', 'w tym kwasy tłuszczowe nasycone ': '1,1 g', 'Węglowodany ': '5,1 g', 'w tym cukry**': '4,9 g', 'Białko ': '8,0 g', 'Sól ': '0,14 g', '*RWS- Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal)': '', '**Zawiera naturalnie występujące cukry': '', 'metadata': '100 g produktu\nw 230 g\nRWS* w porcji 230 g'}|Bakoma Men Pro Jogurt Truskawkowy Z Wysoką Zawartością Białka 230 G
40781|0.99 zł|5900197013546|{'Wartość energetyczna ': '299 kJ / 71 kcal', 'Tłuszcz ': '1,3 g', ' w tym kwasy tłuszczowe nasycone ': '0,9 g', 'Węglowodany ': '12,7 g', ' w tym cukry ': '10,3 g', 'Białko ': '2,1 g', 'Sól ': '0,08 g', 'metadata': '100 g produktu'}|Bakoma Polskie Smaki Deser Jogurtowy Z Brzoskwiniami 120 G
33278|0.99 zł|5900197013560|{'Wartość energetyczna ': '299 kJ / 71 kcal', 'Tłuszcz ': '1,3 g', ' w tym kwasy nasycone ': '0,9 g', 'Węglowodany ': '12,7 g', ' w tym cukry ': '10,3 g', 'Białko ': '2,1 g', 'Sól ': '0,08 g', 'metadata': '100 g produktu'}|Bakoma Polskie Smaki Deser Jogurtowy Z Owocami Leśnymi 120 G
40786|1.65 zł|5900197015489|{'wartość energetyczna ': '477 kJ / 114 kcal', 'tłuszcz ': '5,2 g', 'w tym kwasy tłuszczowe nasycone ': '3,6 g', 'węglowodany ': '14,4 g', 'w tym cukry ': '13,5 g', 'białko ': '2,3 g', 'sól ': '0,07 g', 'metadata': '100 g produktu:'}|Bakoma Polskie Smaki Jogurt Kremowy Z Musem Brzoskwiniowym 120 G
40787|1.65 zł|5900197015472|{'wartość energetyczna ': '477 kJ / 114 kcal', 'tłuszcz ': '5,2 g', 'w tym kwasy tłuszczowe nasycone ': '3,6 g', 'węglowodany ': '14,4 g', 'w tym cukry ': '13,5 g', 'białko ': '2,3 g', 'sól ': '0,07 g', 'metadata': '100 g produktu:'}|Bakoma Polskie Smaki Jogurt Kremowy Z Musem Truskawkowym 120 G
40785|1.65 zł|5900197015496|{'wartość energetyczna ': '477 kJ / 114 kcal', 'tłuszcz ': '5,2 g', 'w tym kwasy tłuszczowe nasycone ': '3,6 g', 'węglowodany ': '14,4 g', 'w tym cukry ': '13,5 g', 'białko ': '2,3 g', 'sól ': '0,07 g', 'metadata': '100 g produktu:'}|Bakoma Polskie Smaki Jogurt Kremowy Z Musem Wiśniowym 120 G
94819|1.69 zł|5900197022531|{'Wartość energetyczna ': '587 kJ / 140 kcal', 'Tłuszcz ': '6,7 g', ' w tym kwasy tłuszczowe nasycone': '4,7 g', 'Węglowodany ': '16,1 g', ' w tym cukry ': '13,7 g', 'Białko ': '3,4 g', 'Sól ': '0,11 g', 'metadata': 'w 100 g'}|Bakoma Satino Desery Świata Paryż Deser O Smaku Pralinowym Z Musem Czekoladowym 105 G
61399|3.49 zł|5900197016387|{'Wartość energetyczna ': '1016 kJ / 245 kcal', 'Tłuszcz ': '18,5 g', ' w tym kwasy nasycone ': '13,0 g', 'Węglowodany ': '1,5 g', ' w tym cukry ': '1,5 g', 'Białko ': '18,0 g', 'Sól ': '0,50 g', 'metadata': '100 g produktu'}|Bakoma Regnum Ser Mozzarella 200 G
101594|2.59 zł|5900197026942|{'Wartość energetyczna ': '286 kJ / 68 kcal', 'Tłuszcz ': '1,6 g', ' w tym kwasy nasycone ': '1,1 g', 'Węglowodany ': '10,6 g', ' w tym cukry ': '10,4 g', 'Białko ': '2,7 g', 'Sól ': '0,05 g', 'metadata': '100 g produktu'}|Bakoma Twist Jogurt Aloes-Mięta 380 G
43337|2.59 zł|5900197013683|{'Wartość energetyczna ': '306 kJ / 72 kcal', 'Tłuszcz ': '1,6 g', ' w tym kwasy nasycone': '1,1 g', 'Węglowodany ': '11,9 g', ' w tym cukry ': '11,6 g', 'Białko ': '2,6 g', 'Sól ': '0,10 g', 'metadata': '100 g produktu'}|Bakoma Twist Jogurt Kawowy 400 G
101595|2.59 zł|5900197026959|{'Wartość energetyczna ': '286 kJ / 68 kcal', 'Tłuszcz ': '1,6 g', ' w tym kwasy nasycone ': '1,1 g', 'Węglowodany ': '10,6 g', ' w tym cukry ': '10,4 g', 'Białko ': '2,7 g', 'Sól ': '0,05 g', 'metadata': '100 g produktu'}|Bakoma Twist Jogurt Pomarańcza-Limonka 380 G
61695|9.49 zł|5901549469042|{'Energia': '2184 kJ/531 kcal', 'Tłuszcz:': '59 g', ' w tym kwasy nasycone ': '11 g', ' jednonienasycone ': '34 g', ' wielonienasycone ': '15 g', 'Węglowodany ': '0 g', ' w tym cukry ': '0 g', 'Białko ': '0 g', 'Sól ': '0,50 g', 'Witamina E ': '8,3 mg (69% RWS*)', 'Witamina A ': '900 µg (113% RWS*)', 'Witamina D2 ': '7,5 µg (150% RWS*)', 'Omega 3 (kwas alfa linolenowy)': '3,7 g', 'Stanole roślinne': '6,6 g', 'Laktoza': '0 g', '*RWS - Referencyjna Wartość Spożycia ': '', 'metadata': 'w 100 g\nw 10 g (1 porcji produktu)'}|Benecol Classic Tłuszcz Do Smarowania Z Dodatkiem Stanoli Roślinnych 225 G
61420|1.29 zł|5902061000423|{'Wartość energetyczna (energia)': '236 kJ / 56 kcal', 'Tłuszcz ': '2,0 g', 'w tym kwasy tłuszczowe nasycone ': '1,4 g', 'Węglowodany ': '5,5 g', 'w tym cukry*': '5,5 g', 'Białko': '4,0 g', 'sól**': '0,10 g', '*zawiera naturalnie występujące cukry - cukier mleczny': '', '**zawartość soli wynika wyłącznie z obecności naturalnie występującego sodu w mleku. ': '', 'metadata': 'w 100 g:'}|Bieluch Jogurt Naturalny 180 G
87970|3.59 zł|5902061000805|{'Wartość energetyczna ': '366 kJ / 86 kcal', 'Tłuszcz ': '0,0 g', 'w tym kwasy tłuszczowe nasycone ': '0,0 g', 'Węglowodany ': '3,5 g', 'w tym cukry*': '3,5 g', 'Białko ': '18,0 g', 'Sól**': '0,10 g', '*Zawiera naturalnie występujące cukry - cukier mleczny.': '', '**Zawartość soli wynika z naturalnie występującego sodu.': '', 'metadata': '100 g produktu'}|Bieluch Twaróg Chudy 250 G
62780|8.69 zł|5740200001012|{'Wartość energetyczna ': '1779 kJ/431 kcal', 'Tłuszcz ': '42 g', ' w tym kwasy tłuszczowe nasycone ': '27 g', 'Węglowodany ': '<0,5 g', ' w tym cukry ': '<0,5 g', 'Białko ': '13 g', 'Sól ': '1,6 g', 'metadata': 'w 100 g produktu:'}|Castello Creamy Blue Ser Pleśniowy 150 G
62781|6.99 zł|5760466736886|{'Wartość energetyczna ': '1415 kJ/341 kcal', 'Tłuszcz ': '29 g', ' w tym kwasy tłuszczowe nasycone ': '18 g', 'Węglowodany ': '<0,5 g', ' w tym cukry ': '<0,5 g', 'Białko ': '20 g', 'Sól ': '3,3 g', 'metadata': 'w 100 g produktu:'}|Castello Danablu 50+ Duński Ser Pleśniowy 100 G
1947|5.89 zł|8711900023502|{'Wartość energetyczna ': '969 kJ/234 kcal', 'Tłuszcz ': '21 g', 'w tym kwasy tłuszczowe nasycone ': '16 g', 'Węglowodany ': '8,7 g', 'W tym cukry ': '7,5 g', 'Białko ': '2,6 g', 'Sól ': '0,12 g', 'metadata': 'na 100 g:'}|Cessibon Dekoracja W Aerozolu Na Bazie Tłuszczów Roślinnych 250 G
104496|11.99 zł|5906190534088||Czachorowski Jaja Z Wolnego Wybiegu L
6203|4.99 zł|5901680000111||Danmis Mleko Kozie Uht 2,5%
40818|11.49 zł|5900643005170|{'Energia': '307 kJ / 73 kcal', 'Tłuszcz ': '1,6 g', 'w tym kwasy nasycone': '1,0 g', 'Węglowodany ': '10,8 g', 'w tym cukry ': '10,8 g', 'Białko ': '3,0 g', 'Sól ': '0,10 g', '': '100 g', 'Wapń': '120 mg', 'Witamina B6': '0,21 mg', 'Witamina D': '0,75 µg', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', '**Referencyjne wartości spożycia.': '', 'Opakowanie zawiera 8 butelek. Butelka zawiera 1 porcję równą 100 g.': '', 'metadata': '100 g\n%* / 100 g'}|Danone Actimel Mleko Fermentowane O Smaku Klasycznym 800 G (8 X 100 G)
86681|5.99 zł|59036654|{'Energia': '323 kJ / 76 kcal', 'Tłuszcz ': '1,5 g', 'w tym kwasy nasycone': '1,0 g', 'Węglowodany ': '12,0 g', 'w tym cukry ': '11,9 g', 'Białko ': '2,8 g', 'Sól ': '0,11 g', '': '100 g', 'Wapń': '120 mg', 'Witamina B6': '0,21 mg', 'Witamina D': '0,75 µg', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', '**Referencyjne wartości spożycia.': '', 'Opakowanie zawiera 4 butelki. Butelka zawiera 1 porcję równą 100 g.': '', 'metadata': '100 g\n%* / 100 g'}|Danone Actimel Mleko Fermentowane O Smaku Malinowym 400 G (4 X 100 G)
40820|5.99 zł|59026549|{'Energia': '323 kJ / 76 kcal', 'Tłuszcz ': '1,5 g', 'w tym kwasy nasycone': '1,0 g', 'Węglowodany ': '12,0 g', 'w tym cukry ': '11,9 g', 'Białko ': '2,8 g', 'Sól ': '0,10 g', '': '100 g', 'Wapń': '120 mg', 'Witamina B6': '0,21 mg', 'Witamina D': '0,75 µg', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', '**Referencyjne wartości spożycia.': '', 'Opakowanie zawiera 4 butelki. Butelka zawiera 1 porcję równą 100 g.': '', 'metadata': '100 g\n%* / 100 g'}|Danone Actimel Mleko Fermentowane O Smaku Truskawkowym 400 G (4 X 100 G)
99630|3.59 zł|5900643039823|{'Energia ': '236 kJ / 56 kcal', 'Tłuszcz ': '1,0 g', 'w tym kwasy nasycone ': '0,5 g', 'Węglowodany ': '8,4 g', 'w tym cukry ': '8,4 g', 'Błonnik ': '0,4 g', 'Białko ': '3,0 g', 'Sól ': '0,11 g', 'Wapń ': '101 mg (13%*)', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', 'Butelka zawiera 1 porcję równą 280 g.': '', 'metadata': '100 g\n280 g\n%*/ 280 g'}|Danone Activia Jogurt Chia Jagoda 280 G
54845|2.19 zł|5900643031421|{'Energia': '253 kJ / 60 kcal', 'Tłuszcz ': '0,9 g', 'w tym kwasy nasycone ': '0,5 g', 'Węglowodany ': '10,0 g', 'w tym cukry ': '10,0 g', 'Błonnik ': '0,2 g', 'Białko ': '2,9 g', 'Sól ': '0,11 g', 'Wapń ': '105 mg (13%*)', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', 'Butelka zawiera 1 porcję równą 195 g.': '', 'metadata': '100 g\n195 g\n%* / 195 g'}|Danone Activia Jogurt Jagoda Borówka 195 G
85048|3.59 zł|5900643034293|{'Energia': '157 kJ / 37 kcal', 'Tłuszcz ': '0,9 g', 'w tym kwasy nasycone ': '0,6 g', 'Węglowodany ': '4,0 g', 'w tym cukry ': '4,0 g', 'Białko ': '3,3 g', 'Sól ': '0,12 g', 'Wapń ': '119 mg (15%*)', '*RWS - Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', 'Butelka zawiera 1 porcję równą 300 g.': '', 'metadata': 'w 100 g\nw porcji 300 g\n% RWS* w porcji'}|Danone Activia Jogurt Naturalny 300 G
92455|3.59 zł|5900643038000|{'Energia': '270 kJ / 64 kcal', 'Tłuszcz ': '1,1 g', 'w tym kwasy nasycone ': '0,6 g', 'Węglowodany ': '10,2 g', 'w tym cukry ': '10,0 g', 'Błonnik ': '0,3 g', 'Białko ': '3,2 g', 'Sól ': '0,11 g', 'Wapń': '107 mg (13%*)', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal). ': '', 'Butelka zawiera 1 porcję równą 280 g.': '', 'metadata': '100 g\n280 g\n% RWS* w porcji'}|Danone Activia Jogurt Siemię Lniane Mango Ananas 280 G
43294|3.59 zł|5900643021606|{'Energia': '255 kJ / 60 kcal', 'Tłuszcz ': '0,8 g', 'w tym kwasy nasycone ': '0,5 g', 'Węglowodany ': '10,1 g', 'w tym cukry ': '9,9 g', 'Błonnik ': '0,3 g', 'Białko ': '3,0 g', 'Sól ': '0,11 g', 'Wapń ': '105 mg (13%*)', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal). ': '', 'Butelka zawiera 1 porcję równą 300 g.': '', 'metadata': '100 g\n300 g\n%* / 300 g'}|Danone Activia Jogurt Suszona Śliwka 300 G
43306|5.69 zł|5900643010631|{'Energia': '364 kJ / 87 kcal', 'Tłuszcz': '2,9 g', 'w tym kwasy nasycone ': '1,9 g', 'Węglowodany ': '11,2 g', 'w tym cukry ': '10,7 g', 'Błonnik ': '0,5 g', 'Białko ': '3,7 g', 'Sól ': '0,14 g', 'Wapń ': '121 mg (15%*)', '*RWS - Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', 'Opakowanie zawiera 4 kubki.': '', 'Kubek zawiera 1 porcję równą 120 g.': '', 'metadata': 'w 100 g\nw porcji 120 g\n% RWS* w porcji'}|Danone Activia Jogurt Suszona Śliwka 480 G (4 X 120 G)
43295|3.59 zł|5900643021613|{'Energia': '253 kJ / 60 kcal', 'Tłuszcz ': '0,9 g', 'w tym kwasy nasycone ': '0,5 g', 'Węglowodany ': '10,0 g', ' w tym cukry ': '9,9 g', 'Błonnik ': '0,2 g', 'Białko ': '2,9 g', 'Sól ': '0,11 g', 'Wapń ': '105 mg (13%*)', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal). ': '', 'Butelka zawiera 1 porcję równą 300 g.': '', 'metadata': '100 g\n300 g\n%* / 300 g'}|Danone Activia Jogurt Truskawka Kiwi 300 G
90081|6.29 zł|4751008970500|{'Energia': '356 kJ / 87 kcal', 'Tłuszcz': '2,9 g', 'w tym kwasy nasycone ': '1,9 g', 'Węglowodany ': '11,4 g', 'w tym cukry ': '11,0 g', 'Błonnik ': '0,1 g', 'Białko ': '3,7 g', 'Sól ': '0,16 g', 'Wapń ': '121 mg (15%*)', '*RWS - Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', 'Opakowanie zawiera 4 kubki.': '', 'Kubek zawiera 1 porcję równą 120 g.': '', 'metadata': 'w 100 g\nw porcji 120 g\n%RWS* w porcji'}|Danone Activia Jogurt Wiśnia 480 G (4 X 120 G)
10823|2.49 zł|5900643016978|{'Energia ': '288 kJ/68 kcal', 'Tłuszcz ': '1,0 g', 'w tym kwasy nasycone ': '0,6 g', 'Węglowodany ': '11,5 g', 'w tym cukry ': '10,8 g', 'Błonnik ': '0,15 g', 'Białko ': '3,2 g', 'Sól ': '0,12 g', 'Kubek zawiera 1,6 sugerowanej porcji równej 200 g.': '', '*RWS - Referencyjna Wartość Spożycia. Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', 'metadata': 'w 100 g\nw 1 porcji 200 g\n% RWS* w porcji'}|Danone Dan Mleko Czekoladowe 320 G
61913|1.99 zł|59053965|{'Energia': '494 kJ / 118 kcal', 'Tłuszcz ': '4,4 g', 'w tym kwasy nasycone ': '2,8 g', 'Węglowodany ': '14,1 g', 'w tym cukry ': '13,2 g', 'Błonnik ': '0,26 g', 'Białko ': '5,3 g', 'Sól ': '0,09 g', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal). ': '', 'Kubek zawiera 1 porcję produktu równą 130 g.': '', 'metadata': '100 g\n130 g\n%* / 130 g'}|Danone Danio Serek Homogenizowany Z Czekoladą 130 G
54802|1.69 zł|59025191|{'Energia': '467 kJ / 111 kcal', 'Tłuszcz ': '2,9 g', 'w tym kwasy nasycone ': '1,9 g', 'Węglowodany ': '15,8 g', 'w tym cukry ': '15,0 g', 'Błonnik ': '0,46 g', 'Białko ': '5,0 g', 'Sól ': '0,08 g', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal). ': '', 'Kubek zawiera 1 porcję produktu równą 140 g.': '', 'metadata': '100 g\n140 g\n%* / 140 g'}|Danone Danio Serek Homogenizowany Malinowy 140 G
87900|1.69 zł|59070498|{'Energia': '453 kJ / 108 kcal', 'Tłuszcz': '2,9 g', 'w tym kwasy nasycone': '1,9 g', 'Węglowodany': '15,1 g', 'w tym cukry': '14,2 g', 'Błonnik': '0,48 g', 'Białko': '4,9 g', 'Sól': '0,08 g', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', 'Kubek zawiera 1 porcję produktu równą 140 g.': '', 'metadata': '100 g\n140 g\n%* / 140 g'}|Danone Danio Serek Homogenizowany Jagodowy 140 G
87060|1.69 zł|59075264|{'Energia': '493 kJ / 117 kcal', 'Tłuszcz': '3,4 g', 'w tym kwasy nasycone': '2,2 g', 'Węglowodany': '16,0 g', 'w tym cukry': '15,2 g', 'Błonnik': '0,60 g', 'Białko': '5,2 g', 'Sól': '0,08 g', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', 'Kubek zawiera 1 porcję produktu równą 135 g.': '', 'metadata': '100 g\n135 g\n%* / 135 g'}|Danone Danio Serek Homogenizowany O Smaku Czekoladowo-Orzechowym 135 G
71636|2.59 zł|59055839|{'Energia': '426 kJ / 101 kcal', 'Tłuszcz': '2,9 g', 'w tym kwasy nasycone': '1,9 g', 'Węglowodany': '13,9 g', 'w tym cukry': '12,5 g', 'Białko': '4,9 g', 'Sól': '0,1 g', 'Energia w porcji 140 g: 596 kJ / 141 kcal (7% RWS*)': '', '*RWS - Referencyjna Wartość Spożycia.': '', 'Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', 'Opakowanie zawiera 1 porcję produktu równą 140 g.': '', 'metadata': 'w 100 g'}|Danone Danio Serek Homogenizowany O Smaku Waniliowym 140 G
