29754|Piątnica Serek Wiejski Naturalny 500 G|4.69|PLN|5900531000041|97|5.0|2.0|2.0
62288|Piątnica Serek Wiejski Z Ananasem 150 G|2.19|PLN|5900531000911|110|4.0|10.0|10.0
91172|Piątnica Skyr Jogurt Typu Islandzkiego Naturalny 150 G|1.69|PLN|5900531004544|64|0.0|4.1|4.1
91175|Piątnica Skyr Jogurt Typu Islandzkiego Waniliowy 150 G|1.99|PLN|5900531004537|82|0.0|11.0|11.0
63216|Piątnica Śmietanka 30% 200 Ml|2.59|PLN|5900531001086|292|30.0|3.3|3.3
62309|Piątnica Twarożek Domowy Grani Naturalny 150 G|1.79|PLN|5900531000300|90|4.0|2.4|2.4
62370|Piątnica Twaróg Wiejski Tłusty 250 G|3.49|PLN|5900531004025|147|8.0|3.7|3.7
44224|Piątnica Twój Smak Serek Śmietankowy Ze Szczypiorkiem 135 G|2.19|PLN|5900531000546|243|23.0|3.0|3.0
61991|Président Serek Waniliowy 400 G|5.99|PLN|5908250800980|138|6.5|14.3|14.3
62316|Président Serek Waniliowy 1 Kg|9.99|PLN|5908275688891|138|6.5|14.0|14.0
2644|Robico Kefir 1,5% 400 G|2.19|PLN|5908312380078|43|1.5|4.2|4.2
43630|Robico Kefir 1,5% 250 G|1.45|PLN|5908312380184|43|1.5|4.2|4.2
89562|Robico Kefir Bez Laktozy 1,5% 400 G|2.29|PLN|5908312380603|43|1.5|4.2|4.2
99513|Serenada Ser Żółty Królewiecki Szwajcar 135 G|4.29|PLN|5900857009032|343|26.0|1.3|1.3
63130|Zott Monte Max Deser Mleczny Z Czekoladą I Orzechami 400 G (4 X 100 G)|7.99|PLN|4014500043364|195|13.3|15.9|15.9
87051|Zott Monte White Deser Mleczny 150 G|2.49|PLN|4014500515571|184|13.5|13.1|13.1
98172|Zott Primo Śmietana 18% 330 G|2.99|PLN|5906040063263|188|18.0|3.1|3.1
98173|Zott Zottarella Ser Mozzarella Z Bazylią 125 G|4.59|PLN|4014500509525|248|19.0|1.5|1.5
61903|Almette Jogurtowy Puszysty Serek Twarogowy 150 G|4.15|PLN|5902899117225|240|21.0|5.9|5.9
94452|Almette Puszysty Serek Twarogowy Z Ziołami 120 G (4 X 30 G)|4.39|PLN|5902899141374|247|23.0|4.2|4.2
87506|Almette Puszysty Serek Twarogowy Ze Szpinakiem I Czosnkiem 150 G|4.15|PLN|5902899139470|242|22.0|3.9|3.9
61901|Almette Z Czosnkiem Niedźwiedzim Puszysty Serek Twarogowy 150 G|4.15|PLN|5902899126227|215|18.0|6.2|6.2
61898|Almette Z Pomidorami Dojrzewającymi W Słońcu Puszysty Serek Twarogowy 150 G|4.15|PLN|5902899127187|235|20.0|6.6|6.6
62740|Arla Apetina Ser Biały Typu Śródziemnomorskiego W Zalewie Olejowej Z Oliwkami I Czosnkiem 100 G|5.29|PLN|5760466799836|303|27.0|2.2|2.2
62741|Arla Apetina Ser Biały Typu Śródziemnomorskiego W Zalewie Olejowej Z Suszonymi Pomidorami 100 G|5.29|PLN|5760466912198|318|27.0|2.7|2.7
43244|Bakoma 7 Zbóż Jogurt Ze Śliwkami I Ziarnami Zbóż 140 G|1.55|PLN|5900197012891|95|2.5|15.0|15.0
43247|Bakoma 7 Zbóż Men Jogurt Z Brzoskwinią Gruszką I Ziarnami Zbóż 300 G|3.39|PLN|5900197026010|96|2.5|14.8|14.8
43248|Bakoma 7 Zbóż Men Jogurt Z Jabłkiem Pomarańczą I Zbożami 300 G|3.39|PLN|5900197026003|96|2.5|14.8|14.8
40804|Bakoma Bakuś Do Kieszonki Serek Truskawkowy 80 G|1.99|PLN|5900197014031|96|2.2|12.6|12.6
61411|Bakoma Bakuś Puszysty Serek Biszkoptowy 90 G|1.39|PLN|59028772|111|4.0|12.9|12.9
61412|Bakoma Bakuś Puszysty Serek O Smaku Czekoladowym 90 G|1.39|PLN|59017356|111|4.0|12.9|12.9
61409|Bakoma Bakuś Puszysty Serek Waniliowy 90 G|1.39|PLN|59020691|111|4.0|12.9|12.9
101588|Bakoma Jogurt Kremowy Z Malinami I Granolą 230 G|4.59|PLN|5900197023842|152|5.8|21.5|21.5
89549|Bakoma Jogurt Naturalny Bez Laktozy 400 G|3.39|PLN|5900197022746|52|2.0|5.1|5.1
60757|Bakoma Jogurt Naturalny Łagodny Smak 320 G|2.59|PLN|5900197019654|61|1.5|7.2|7.2
61386|Bakoma Men Pro Jogurt Mango Z Wysoką Zawartością Białka 230 G|2.49|PLN|5900197020452|66|1.5|5.1|5.1
61388|Bakoma Men Pro Jogurt Truskawkowy Z Wysoką Zawartością Białka 230 G|2.49|PLN|5900197020438|66|1.5|5.1|5.1
40781|Bakoma Polskie Smaki Deser Jogurtowy Z Brzoskwiniami 120 G|0.99|PLN|5900197013546|71|1.3|12.7|12.7
33278|Bakoma Polskie Smaki Deser Jogurtowy Z Owocami Leśnymi 120 G|0.99|PLN|5900197013560|71|1.3|12.7|12.7
40786|Bakoma Polskie Smaki Jogurt Kremowy Z Musem Brzoskwiniowym 120 G|1.65|PLN|5900197015489|114|5.2|14.4|14.4
40787|Bakoma Polskie Smaki Jogurt Kremowy Z Musem Truskawkowym 120 G|1.65|PLN|5900197015472|114|5.2|14.4|14.4
40785|Bakoma Polskie Smaki Jogurt Kremowy Z Musem Wiśniowym 120 G|1.65|PLN|5900197015496|114|5.2|14.4|14.4
94819|Bakoma Satino Desery Świata Paryż Deser O Smaku Pralinowym Z Musem Czekoladowym 105 G|1.69|PLN|5900197022531|140|6.7|16.1|16.1
61399|Bakoma Regnum Ser Mozzarella 200 G|3.49|PLN|5900197016387|245|18.5|1.5|1.5
101594|Bakoma Twist Jogurt Aloes-Mięta 380 G|2.59|PLN|5900197026942|68|1.6|10.6|10.6
43337|Bakoma Twist Jogurt Kawowy 400 G|2.59|PLN|5900197013683|72|1.6|11.9|11.9
101595|Bakoma Twist Jogurt Pomarańcza-Limonka 380 G|2.59|PLN|5900197026959|68|1.6|10.6|10.6
61420|Bieluch Jogurt Naturalny 180 G|1.29|PLN|5902061000423|56|2.0|5.5|5.5
87970|Bieluch Twaróg Chudy 250 G|2.89|PLN|5902061000805|86|0.0|3.5|3.5
1947|Cessibon Dekoracja W Aerozolu Na Bazie Tłuszczów Roślinnych 250 G|5.89|PLN|8711900023502|234|21.0|8.7|8.7
61510|Dublin Dairy Tradycyjne Masło Irlandzkie 200 G|10.79|PLN|5907627470306|746|82.0|1.0|1.0
61869|Džiugas Piquant Ser Twardy Dojrzewający 18 Miesięcy 180 G|12.49|PLN|4770299047883|367|26.0|0.0|0.0
1059|?pi? Ser Mascarpone 250 G|9.29|PLN|8002011000255|355|36.0|3.0|3.0
81789|Ekołukta Ekologiczny Twaróg Półtłusty 200 G|4.19|PLN|5907667874737|129|4.5|3.5|3.5
2723|Galbani Ser Grana Padano 200 G|19.99|PLN|8000430388367|398|29.0|0.0|0.0
40448|Sm Gostyń Masło Gostyńskie 250 G|6.29|PLN|5900691087203|735|83.0|0.7|0.7
62517|Sm Gostyń Mleko Gostyńskie Zagęszczone Niesłodzone 7,5% 350 G|2.89|PLN|5900691031091|131|7.5|9.4|9.4
