|id|price|ean|wartosci_odzywcze|title
195|59883|3.98 zł|5900397007147|{'energia ': '576 kJ/136 kcal', 'tłuszcz ': '<0,5 g', 'w tym kwasy nasycone ': '<0,1 g', 'węglowodany ': '32 g', 'w tym cukry ': '32 g', 'białko ': '<0,5 g', 'sól': '0 g', 'metadata': 'w 100 g produktu:'}|Łowicz Dżem Z Czarnych Porzeczek O Obniżonej Zawartości Cukrów 280 G
196|67081|1.55 zł|5900397735231|{'Energia': '409 kJ/97 kcal', 'Tłuszcz ': '1,5 g', ' w tym kwasy nasycone ': '0,3 g', 'Węglowodany ': '14 g', ' w tym cukry ': '14 g', 'Białko ': '5,6 g', 'Sól*': '0,08 g', '*zawartość soli wynika wyłącznie z obecności naturalnie występującego sodu': '', 'metadata': 'W 100 g produktu:'}|Łowicz Koncentrat Pomidorowy 80 G
197|68065|5.19 zł|5900397016439|{'Energia': '317 kJ/75 kcal', 'Tłuszcz ': '0,3 g', 'w tym kwasy nasycone ': '0 g', 'Węglowodany ': '17 g', 'w tym cukry ': '15 g', 'Białko ': '0,7 g', 'Sól ': '1,4 g', 'metadata': 'w 100 g produktu:'}|Łowicz Sos Słodko-Kwaśny 500 G
198|41115|2.38 zł|5900085011180|{'Wartość energetyczna ': '85 kJ', 'Wartość energetyczna': '20 kcal', 'Tłuszcz ': '0,0 g', 'w tym kwasy tłuszczowe nasycone ': '0,0 g', 'Węglowodany ': '2,2 g', 'w tym cukry ': '0,9 g', 'Błonnik ': '0,0 g', 'Białko ': '2,8 g', 'Sól ': '22,8 g', 'metadata': 'Średnia wartość odżywcza produktu w 100 g'}|Maggi Przyprawa W Płynie 200 G
199|89101|2.25 zł|3800205875307|{'Wartość energetyczna ': '1963 kJ/467 kcal', 'Tłuszcz ': '18 g', 'w tym kwasy tłuszczowe nasycone ': '7.3 g', 'Węglowodany ': '66 g', 'w tym cukry ': '3.9 g', 'Błonnik': '2.7 g', 'Białko ': '9.0 g', 'Sól ': '3.0 g', 'metadata': 'w 100 g'}|Maretti Pieczone Krążki Chlebowe O Smaku Mieszanki Warzyw Śródziemnomorskich 70 G
200|58454|6.75 zł|5900889106174|{'Wartość energetyczna:': '1562 kJ/369 kcal', 'Tłuszcz:': '3,7 g', 'w tym kwasy tłuszczowe nasycone': '1,3 g', 'Węglowodany:': '69 g', 'w tym cukry': '3,0 g', 'Błonnik': '3,3 g', 'Białko': '13 g', 'Sól': '0,04 g', 'metadata': 'w 100 g produktu:'}|Mediterranea Makaron Jajeczny 155 Papardelle Szerokie 500 G
201|57649|3.89 zł|5201193518487|{'Energia': '1500 kJ/ 354 kcal', 'Tłuszcz ': '1,5 g', ' w tym kwasy tłuszczowe nasycone ': '0,3 g', 'Węglowodany ': '72,1 g', ' w tym cukry ': '3,8 g', 'Białko ': '12 g', 'Sód ': '0,025 g', 'metadata': 'w 100 g'}|Primo Gusto Makaron Rurka Skośna 500 G
202|67088|3.39 zł|5201193798216|{'Wartość Energetyczna ': '78 kJ/18 kcal', 'Tłuszcz ': '0,1 g', ' w tym: Kwasy tłuszczowe nasycone ': '0,1 g', 'Węglowodany ': '3,5 g', ' w tym: Cukry ': '3,1 g', 'Białko ': '1,1 g', 'Sól ': '0,1 g', 'metadata': 'na 100 g'}|Primo Gusto Pomidory W Kawałkach Bez Skórki 400 G
203|52005|3.39 zł|5201193197965|{'Wartość Energetyczna ': '114 kJ/27 kcal', 'Tłuszcz ': '0,5 g', ' w tym: Kwasy tłuszczowe nasycone ': '0 g', 'Węglowodany ': '4 g', ' w tym: Cukry ': '4 g', 'Białko ': '1,2 g', 'Sól ': '0,15 g', 'metadata': 'na 100 g'}|Primo Gusto Melissa Tomatera Pomidory W Kawałkach 390 G
204|62875|3.99 zł|5906827012316|{'Wartość energetyczna': '1404 kJ/ 332 kcal', 'Tłuszcz': '2,3 g', 'w tym kwasy tłuszczowe nasycone': '0,3 g', 'Węglowodany ': '63 g', 'w tym cukry': '0,5 g', 'Błonnik ': '7,6 g', 'Białko ': '11 g', 'Sól ': '<0,01 g', 'metadata': 'Wartość odżywcza suchego produktu w 100 g'}|Melvit Mąka Pszenna Razowa Do Wypieku Domowego Chleba 1 Kg
205|1003|4.49 zł|5900585000011|{'wartość energetyczna ': '784 kJ/186 kcal', 'tłuszcz ': '1,5 g', 'w tym kwasy tłuszczowe nasycone ': '0,2 g', 'Węglowodany ': '33,3 g', 'w tym cukry ': '4,2 g', 'błonnik ': '10,1 g', 'białko ': '4,8 g', 'sól ': '1,2 g', '* % RWS - referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ/2000 kcal)': '', 'Opakowanie zawiera 7 porcji.': '', 'Informacja dla diabetyków 1 kromka to ca. 2 WW': '', 'metadata': 'w 100 g\nw porcji 1 kromka ok. 71 g\n% RWS* na porcję'}|Mestemacher Chleb Żytni Pełnoziarnisty 500 G
206|2402|4.49 zł|5900585000134|{'wartość energetyczna ': '803 kJ/191 kcal', 'tłuszcz ': '3,4 g', 'w tym kwasy tłuszczowe nasycone ': '0,4 g', 'węglowodany ': '29,2 g', 'w tym cukry ': '4,9 g', 'błonnik ': '11,4 g', 'białko ': '5,3 g', 'sól ': '1,2 g', '* % RWS - referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ/2000 kcal)': '', 'Opakowanie zawiera 7 porcji.': '', 'Informacja dla diabetyków 1 kromka to ca. 1,7 WW': '', 'metadata': 'w 100 g\nw porcji 1 kromka ok. 71 g\n% RWS* na porcję'}|Mestemacher Chleb Żytni Pełnoziarnisty Z Siemieniem Lnianym 500 G
207|89691|7.75 zł|5902693180227|{'Wartość energetyczna': '1466 kJ/355 kcal', 'Tłuszcz ': '33 g', 'w tym kwasy tłuszczowe nasycone': '6 g', 'Węglowodany': '0 g', 'w tym cukry': '0 g', 'Białko': '15 g', 'Sól': '0,5 g', 'metadata': 'w 100 g produktu:'}|Mk Szproty Wędzone W Oleju 250 G
208|62887|7.65 zł|5906827005400|{'Wartość energetyczna ': '1428 kJ / 338 kcal', 'Tłuszcz ': '0,1 g', '- w tym kwasy tłuszczowe nasycone ': '0 g', 'Węglowodany ': '83 g', '- w tym cukry ': '0,2 g', 'Błonnik ': '0,4 g', 'Białko ': '0,6 g', 'Sól ': '<0,01 g', 'metadata': 'w 100 g'}|Melvit Skrobia Ziemniaczana 1 Kg
209|8519|12.99 zł|80110910|{'Wartość Energetyczna ': '828 kcal', 'Tłuszcz w tym:': '92 g', 'Kwasy nasycone ': '11 g', 'Jednonienasycone ': '24 g', 'Wielonienasycone ': '57 g', 'Węglowodany ': '0 g', 'w tym cukry:': '0 g', 'Błonnik ': '0 g', 'Białko ': '0 g', 'Sól ': '0 g', 'Witamina E ': '5 mg*', '*42% dziennej referencyjnej wartości spożycia': '', 'metadata': 'w 100 ml produktu'}|Monini Olej Z Pestek Winogron 500 Ml
210|68269|22.99 zł|80054696|{'Wartość Energetyczna ': '828 kcal', 'Tłuszcz w tym:': '92 g', 'Kwasy nasycone ': '11 g', 'Jednonienasycone ': '24 g', 'Wielonienasycone ': '57 g', 'Węglowodany ': '0 g', 'w tym cukry:': '0 g', 'Błonnik ': '0 g', 'Białko ': '0 g', 'Sól ': '0 g', 'Witamina E ': '5 mg*', '*42% dziennej referencyjnej wartości spożycia': '', 'metadata': 'w 100 ml produktu'}|Monini Olej Z Pestek Winogron 1000 Ml
211|9684|7.99 zł|5901926035013|{'Wartość energetyczna ': '2715 kJ/648 kcal', 'Tłuszcz ': '70 g', 'w tym kwasy tłuszczowe nasycone ': '5 g', 'Węglowodany ': '3,5 g', 'w tym cukry ': '3,4 g', 'Białko ': '0,9 g', 'Sól ': '1,4 g', 'metadata': 'w 100 g produktu'}|Mosso Majonez Napoleoński 620 G
212|67003|4.35 zł|80042556||Mutti Polpa Pomidory Drobno Krojone Bez Skórek
213|45974|19.97 zł|7613032734220||Nescafé Sensazione Créme Kawa Rozpuszczalna 200 G
214|33760|9.48 zł|5900020007728|{'Energia': '391 kcal', 'Tłuszcz ': '5,2 g', '- w tym: kwasy nasycone': '0,7 g', 'Węglowodany ': '76,1 g', '- w tym: cukry': '22,4 g', 'Błonnik ': '5,9 g', 'Białko ': '6,9 g', 'Sól ': '0,77 g', 'Witaminy i składniki mineralne:': '100 g (%)*', 'Witamina D ': '2,94 µg (59%)', 'B2/Ryboflawina': '1,17 mg (84%)', 'B3/Niacyna': '13,0 mg (81%)', 'Witamina B6 ': '1,16 mg (83%)', 'B9/Kwas foliowy': '160 µg (80%)', 'B5/Kwas pantotenowy': '4,85 mg (81%)', 'Wapń ': '710 mg (89%)', 'Żelazo ': '7,89 mg (56%)', '*% referencyjnej wartości spożycia dla dorosłych wg rozporządzenia UE Nr 1169/2011 ': '', '**półtłustego': '', 'To opakowanie zawiera około 16 porcji 30-gramowych.': '', 'Dostosuj wielkość porcji do swoich potrzeb.': '', 'metadata': '100 g\n30 g\n30 g + 125 ml mleka**'}|Nestlé Cookie Crisp Płatki Śniadaniowe 500 G
215|105404|0.99 zł|12032||Paluch Fitness
216|67122|2.79 zł|8003496002031||Petti Passata Extrafine Przecier Pomidorowy
217|74101|18.99 zł|8429671350061||Pons Oliwa Z Oliwek Extra Virgin Tradycyjna
218|39338|10.09 zł|5201193198726|{'Wartość Energetyczna': '924 kJ/ 223 kcal', 'Tłuszcz': '17 g', ' w tym: kwasy tłuszczowe nasycone': '2 g', 'Węglowodany': '8,1 g', ' w tym: Cukry': '7,8 g', 'Białko': '4,8 g', 'Sól': '2 g', 'metadata': 'na 100 g'}|Primo Gusto Melissa Pomidory Suszone Na Słońcu 340 G
219|102966|13.99 zł|5901135021883|{'Wartość energetyczna ': '2426 kJ / 584 kcal', 'Tłuszcz ': '43 g', ' w tym kwasy tłuszczowe nasycone ': '21 g', 'Węglowodany ': '41 g', ' w tym cukry ': '8,0 g', 'Białko ': '6,0 g', 'Sól ': '1,5 g', 'metadata': 'w 100 g produktu'}|Prymat Cebulka Smażona 300 G
220|21206|1.27 zł|5901135000734|{'Wartość energetyczna ': '892 kJ / 214 kcal', 'Tłuszcz ': '6,7 g', ' w tym kwasy tłuszczowe nasycone ': '0,8 g', 'Węglowodany ': '23 g', ' w tym cukry ': '12 g', 'Białko ': '7,7 g', 'Sól ': '37,6 g', 'metadata': 'w 100 g produktu:'}|Prymat Przyprawa Grill Klasyczny 20 G
221|59267|1.28 zł|5901135000406||Prymat Koperek Suszony 6 G
222|89087|1.13 zł|5901135000376||Prymat Pieprz Czarny Mielony 20 G
223|59381|1.09 zł|5901135000291||Prymat Pieprz Czarny Ziarnisty 20 G
224|59376|1.27 zł|5901135000130||Prymat Pieprz Ziołowy Mielony 20 G
225|105672|1.29 zł|5901135034265|{'Wartość energetyczna ': '667 kJ / 160 kcal', 'Tłuszcz ': '5,5 g', ' w tym kwasy tłuszczowe nasycone ': '0,8 g', 'Węglowodany ': '14 g', ' w tym cukry ': '5,5 g', 'Białko ': '6,6 g', 'Sól ': '50,5 g', 'metadata': 'w 100 g produktu:'}|Prymat Przyprawa Kurczak Grill 25 G
226|59269|1.27 zł|5901135000239||Prymat Zioła Prowansalskie Suszone 10 G
227|31154|7.99 zł|5900783003050|{'Wartość energetyczna ': '611 kJ / 144 kcal', 'Tłuszcz ': '0,1 g', 'w tym kwasy tłuszczowe nasycone ': '<0,1 g', 'Węglowodany ': '34 g', 'w tym cukry ': '29 g', 'Błonnik ': '1,1 g', 'Białko ': '1,1 g', 'Sól ': '3,3 g', '**RWS - Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8 400 kJ/2 000 kcal). ': '', 'Opakowanie zawiera 46 sugerowanych porcji produktu.': '', 'metadata': 'w 100 g\nw porcji (15 g)\n% RWS** porcja (15 g) dostarcza'}|Pudliszki Ketchup Pikantny 700 G
228|6506|10.99 zł|5900783002961|{'Wartość energetyczna ': '530 kJ / 129 kcal', 'Tłuszcz ': '13 g', 'w tym kwasy tłuszczowe nasycone ': '2,2 g', 'Węglowodany ': '0 g', 'w tym cukry ': '0 g', 'Błonnik ': '3,0 g', 'Białko ': '0,5 g', 'Sól ': '1,5 g', 'metadata': 'w 100 g'}|Pudliszki Oliwki Czarne Drylowane 900 G
229|59983|3.89 zł|5900783002152|{'Wartość energetyczna ': '75 kJ / 18 kcal', 'Tłuszcz ': '0,2 g', 'w tym kwasy tłuszczowe nasycone ': '0,1 g', 'Węglowodany ': '2,9 g', ' w tym cukry ': '2,9 g', 'Błonnik ': '0,8 g', 'Białko ': '0,7 g', 'Sól ': '0,04 g', 'Zawartość soli wynika wyłącznie z obecności naturalnie występującego sodu.': '', 'metadata': 'w 100 g'}|Pudliszki Pomidory Krojone Bez Skórki W Soku Pomidorowym 400 G
230|20071|3.89 zł|5900783002138|{'Wartość energetyczna ': '128 kJ/30 kcal', 'Tłuszcz ': '0,1 g', 'w tym kwasy tłuszczowe nasycone ': '0,0 g', 'Węglowodany ': '5,1 g', 'w tym cukry ': '4,5 g', 'Białko ': '1,5 g', 'Sól ': '0,5 g', 'metadata': 'w 100 g'}|Pudliszki Przecier Pomidorowy 500 G
231|94048|7.99 zł|8858135001322||Real Thai Mleko Kokosowe
232|10359|1.39 zł|99225||Rogal Maślany
233|70628|4.99 zł|5900919004913|{'Wartość energetyczna ': '61 kcal', 'Tłuszcz ': '0 g', '- w tym kwasy tłuszczowe nasycone ': '0 g', 'Węglowodany ': '15 g', '- w tym cukry ': '14 g', 'Białko ': '0 g', 'Sól ': '0 g', 'metadata': 'w 100 g'}|Rolnik Ananas W Kawałkach 560 G
234|580|2.55 zł|5900919000410|{'Wartość energetyczna ': '71 kcal', 'Tłuszcz ': '0,7 g', 'w tym kwasy tłuszczowe nasycone ': '0 g', 'Węglowodany ': '8,6 g', 'w tym cukry ': '1,8 g', 'Błonnik ': '4,9 g', 'Białko ': '5,0 g', 'Sól ': '0,88 g', 'Podane wartości na 100 g dotyczą masy netto produktu po odsączeniu.': '', 'metadata': 'na 100 g'}|Rolnik Groszek Konserwowy 400 G
235|80445|12.99 zł|8008698024065|{'wartość energetyczna': '889 kJ / 211 kcal', 'tłuszcz ': '2,7 g', 'w tym kwasy tłuszczowe nasycone ': '0,4 g', 'węglowodany ': '41 g', 'w tym cukry ': '7,9 g', 'białko ': '2,4 g', 'sól ': '1,3 g', '*RI = Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8 400 kJ/2 000 kcal)': '', 'metadata': '100 g\n25 g\n% RI*'}|Schär Pan Blanco Bezglutenowy Chleb Biały 250 G
236|59040|4.95 zł|5906881826157||Sir Roger Earl Grey Herbata Czarna Ekspresowa 120 G (80 Torebek)
237|21755|3.69 zł|5900242000156|{'energia ': '2597 kJ / 631 kcal', 'tłuszcz ': '68,0 g', ' w tym kwasy nasycone ': '5,3 g', 'węglowodany ': '2,3 g', ' w tym cukry ': '2,0 g', 'białko ': '1,9 g', 'sól ': '1,0 g', 'metadata': '100 ml produktu:'}|Majonez Kielecki 170 Ml
238|21757|2.59 zł|5900242000347||Ocet Spirytusowy 10% 500 Ml
239|21754|5.45 zł|5900242001566|{'energia': '2597 kJ / 631 kcal', 'tłuszcz ': '68,0 g', ' w tym kwasy nasycone  ': '5,3 g', 'węglowodany ': '2,3 g', ' w tym cukry ': '2,0 g', 'białko ': '1,9 g', 'sól ': '1,0 g', 'metadata': '100 ml produktu:'}|Majonez Kielecki 310 Ml
240|69150|4.39 zł|5903295003709||Stovit Konfitura Z Brzoskwiń 250 G
241|66513|4.99 zł|5903874560364|{'Wartość energetyczna ': '1522 kJ/362 kcal', 'Tłuszcz ': '7,4 g', '- w tym kwasy tłuszczowe nasycone ': '1,3 g', 'Węglowodany ': '57 g', '- w tym cukry ': '1,9 g', 'Błonnik ': '12 g', 'Białko ': '11 g', 'Sól ': '0 g', 'metadata': 'w 100 g produktu:'}|Symbio Płatki Owsiane Błyskawiczne Ekologiczne 450 G
242|67106|2.79 zł|5903874840527||Tropico Pomidory Całe Bez Skórki
243|45674|6.99 zł|5410673052001|{'Wartość energetyczna ': '666 kJ/157 kcal', 'Tłuszcz ': '0.5 g', 'w tym kwasy tłuszczowe nasycone ': '0.0 g', 'Węglowodany ': '34.3 g', 'w tym cukry ': '0.2 g', 'Białko ': '3.3 g', 'Sól ': '0.00 g', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8 400 kJ/2 000 kcal)': '', 'metadata': 'na 100 g ugotowanego ryżu\nw ugotowanej porcji (w oparciu o 62.5 g nieugotowanego ryżu) (%*)'}|Uncle Ben's Ryż Długoziarnisty 500 G (4 Torebki)
244|52066|8.47 zł|3850104266973|{'Wartość energetyczna ': '638 kJ /151 kcal', 'Tłuszcz ': '0,6 g', 'w tym kwasy tłuszczowe nasycone ': '0,1 g', 'Węglowodany ': '30 g', 'w tym cukry ': '26 g', 'Błonnik': '6,8 g', 'Białko ': '3,0 g', 'Sól ': '54,8 g', 'metadata': 'w 100 g'}|Vegeta Natur Przyprawa Warzywna Do Potraw 300 G
245|66642|1.99 zł|6900350006049||Vermicelli Tiantan Makaron Chiński Sojowy
246|99845|2.29 zł|5901882017863|{'Wartość energetyczna:': '268 kJ / 64 kcal', 'Tłuszcz:': '2,9 g', 'w tym kwasy tłuszczowe nasycone:': '1,0 g', 'Węglowodany:': '8,2 g', 'w tym cukry:': '0,5 g', 'Białko:': '1,2 g', 'Sól:': '0,8 g', 'metadata': '100 g gotowego produktu:'}|Vifon Zupa Błyskawiczna O Smaku Rosołu 65 G
247|24992|4.89 zł|7300400115889|{'Wartość energetyczna ': '(364 kcal)', 'Tłuszcz ': '2,0 g', 'w tym kwasy tłuszczowe nasycone ': '0,3 g', 'Węglowodany ': '71,1 g', ' w tym cukry ': '5,0 g', 'Błonnik**': '10,5 g', 'Białko ': '10,2 g', 'Sól ': '1,2 g', '*%RWS = referencyjna wartość spożycia dla przeciętnej osoby dorosłej: 8400 kJ/2000 kcal': '', '** zgodnie z metodą AOAC 2009.01': '', 'Ilość kromek: ok. 24': '', 'metadata': 'Średnie wartości odżywcze na 100 g\nNa kromkę (ok. 6 g)\n% RWS* na kromkę'}|Wasa Lekkie 7 Ziaren Pieczywo 140 G
248|87111|4.98 zł|5900012008610|{'Wartość energetyczna ': '946 kJ / 229 kcal', 'Tłuszcz ': '19,1 g', ' w tym kwasy tłuszczowe nasycone ': '1,4 g', 'Węglowodany ': '8,4 g', ' w tym cukry ': '1,2 g', 'Błonnik ': '4,4 g', 'Białko ': '3,6 g', 'Sól ': '1,5 g', 'metadata': '/ 100 g'}|Wawrzyniec Pasta Warzywna Z Ciecierzycą Pieprzem I Czarnuszką 180 G
249|87099|7.19 zł|5900012008580|{'Wartość energetyczna ': '1033 kJ / 249 kcal', 'Tłuszcz ': '19,7 g', ' w tym kwasy tłuszczowe nasycone ': '1,4 g', 'Węglowodany ': '12,3 g', ' w tym cukry ': '5,4 g', 'Błonnik ': '4,4 g', 'Białko ': '3,6 g', 'Sól ': '1,7 g', 'metadata': '/ 100 g'}|Wawrzyniec Pasta Warzywna Z Suszonymi Pomidorami I Żurawiną 180 G
250|60912|1.59 zł|7613034688859|{'Wartość energetyczna ': '42 kcal', 'Tłuszcz ': '0,0 g', 'w tym kwasy tłuszczowe nasycone ': '0,0 g', 'Węglowodany ': '8,9 g', 'w tym cukry ': '8,8 g', 'Błonnik ': '0,0 g', 'Białko ': '1,6 g', 'Sól ': '0,00 g', '* Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ/ 2000 kcal). ': '', 'Opakowanie zawiera 3 porcje. Wielkość porcji powinna być dostosowana do wieku dziecka.': '', 'metadata': 'po przyrządzeniu W 100 g\nW 1 porcji (141 g)\n%RWS* w porcji'}|Winiary Galaretka Jagodowy Smak 47 G
251|42828|1.57 zł|5900862217361|{'Wartość energetyczna': '201 kJ', 'Wartość energetyczna ': '47 kcal', 'Tłuszcz ': '0,0 g', 'w tym kwasy tłuszczowe nasycone ': '0,0 g', 'Węglowodany ': '10,3 g', 'w tym cukry ': '10,3 g', 'Błonnik ': '0,0 g', 'Białko ': '1,5 g', 'Sól ': '0,00 g', '* Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ/ 2000 kcal).': '', 'Opakowanie zawiera 4 porcje. Wielkość porcji powinna być dostosowana do wieku dziecka.': '', 'metadata': 'po przyrządzeniu w 100 g\nW 1 porcji (143 g)\n% RWS* w 1 porcji'}|Winiary Galaretka Malinowy Smak 71 G
252|49022|1.59 zł|5900862217446|{'Wartość energetyczna': '201 kJ', 'Wartość energetyczna ': '47 kcal', 'Tłuszcz ': '0,0 g', 'w tym kwasy tłuszczowe nasycone ': '0,0 g', 'Węglowodany ': '10,3 g', 'w tym cukry ': '10,3 g', 'Błonnik ': '0,0 g', 'Białko ': '1,5 g', 'Sól ': '0,00 g', '* Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ/ 2000 kcal).': '', 'Opakowanie zawiera 4 porcje. Wielkość porcji powinna być dostosowana do wieku dziecka.': '', 'metadata': 'po przyrządzeniu w 100 g\nW 1 porcji (143 g)\n% RWS* w porcji'}|Winiary Galaretka Poziomkowy Smak 71 G
253|1671|3.78 zł|5900862212489|{'Wartość energetyczna ': '704 kcal', 'Tłuszcz ': '76,3 g', 'w tym kwasy tłuszczowe nasycone ': '5,3 g', 'Węglowodany ': '2,9 g', ' w tym cukry ': '2,3 g', 'Błonnik ': '0,0 g', 'Białko ': '1,5 g', 'Sól ': '0,60 g', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ/2000 kcal).': '', 'Opakowanie zawiera 16 porcji. Wielkość porcji powinna być dostosowana do wieku dziecka.': '', 'metadata': 'W 100 ml\nw 1 porcji (15 ml)\n% RWS* w 1 porcji'}|Winiary Majonez Dekoracyjny 250 Ml
254|42569|2.47 zł|7613030407010|{'Wartość energetyczna ': '100 kcal', 'Tłuszcz ': '4,4 g', 'w tym kwasy tłuszczowe nasycone ': '1,8 g', 'Węglowodany ': '2,8 g', 'w tym cukry ': '1,0 g', 'Błonnik ': '0,1 g', 'Białko ': '12,2 g', 'Sól ': '0,52 g', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ/ 2000 kcal).': '', 'Opakowanie zawiera 4 porcji. Wielkość porcji powinna być dostosowana do wieku dziecka.': '', 'metadata': 'Wartość odżywcza po przyrządzeniu W 100 g\nJeśli spożyjesz porcję: 1/4 przygotowanego dania (235 g) W 1 porcji\n% RWS* w porcji'}|Winiary Pomysł Na... Kurczak W Sosie Śmietanowo-Ziołowym 30 G
255|69057|2.89 zł|7613034834294|{'Wartość energetyczna ': '238 kcal', 'Tłuszcz ': '6,9 g', 'w tym kwasy tłuszczowe nasycone ': '3,2 g', 'Węglowodany ': '35,3 g', 'w tym cukry ': '1,6 g', 'Błonnik ': '1,3 g', 'Białko ': '8,1 g', 'Sól ': '1,1 g', '*Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ/ 2000 kcal).': '', 'Opakowanie zawiera 4 porcje. Wielkość porcji powinna być dostosowana do wieku dziecka.': '', 'metadata': 'Wartość odżywcza po przyrządzeniu W 100 g\nJeśli spożyjesz porcję: ¼ przygotowanego dania (184 g) W 1 porcji\n% RWS* w porcji'}|Winiary Pomysł Na... Makaron Spaghetti Carbonara 34 G
256|69066|2.68 zł|7613034338280|{'Wartość energetyczna ': '448 kJ', 'Wartość energetyczna': '107 kcal', 'Tłuszcz ': '6,4 g', 'w tym kwasy tłuszczowe nasycone ': '1,8 g', 'Węglowodany ': '1,6 g', 'w tym cukry ': '0,7 g', 'Błonnik ': '0,2 g', 'Białko ': '10,7 g', 'Sól ': '0,57 g', '* Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ/ 2000 kcal).': '', 'Opakowanie zawiera 4 porcje. Wielkość porcji powinna być dostosowana do wieku dziecka.': '', 'metadata': 'Wartość odżywcza po przyrządzeniu W 100 g\nJeśli spożyjesz porcję: 2 pałki kurczaka (258 g) W 1 porcji\n% RWS* w porcji'}|Winiary Pomysł Na... Soczysty Kurczak Z Czosnkiem I Ziołami 30 G
257|99269|1.69 zł|5907637316137||Wiodąca Marka Rustica Musztarda Francuska
258|68155|4.69 zł|5907637313273||Wiodąca Marka Rustica Olej Słonecznikowy
259|69423|3.20 zł|5900154000138|{'Wartość energetyczna ': '1918 kJ/457 kcal', 'Tłuszcz ': '18 g', 'w tym kwasy tłuszczowe nasycone ': '4,5 g', 'Węglowodany ': '65 g', ' w tym cukry ': '32 g', 'Błonnik ': '3,7 g', 'Białko ': '7,6 g', 'Sól ': '0,28 g', '* Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ/2000 kcal).': '', 'metadata': 'W 100 g produktu\nW porcji 50 g (przeciętnie 4 łyżki stołowe)\n% RWS* w porcji 50 g'}|Chaber Jaśki Z Kremem O Smaku Kokosowym Poduszeczki Śniadaniowe 150 G
260|42207|19.99 zł|0054881005951||Ahmad Tea Earl Grey Herbata Czarna 200 G (100 Torebek Z Zawieszką)
261|92936|6.95 zł|0054881009690||Ahmad Tea Earl Grey Herbata Czarna 50 G (25 Torebek)
262|42208|19.99 zł|0054881006002||Ahmad Tea English Breakfast Herbata Czarna 200 G (100 Torebek Z Zawieszką)
263|57792|15.65 zł|0054881008181||Ahmad Tea English Tea No. 1 Herbata Czarna 200 G (100 Torebek)
264|92938|6.45 zł|0054881005890||Ahmad Tea Herbata Zielona 50 G (25 Torebek)
265|92931|31.50 zł|0054881001779||Ahmad Tea Twelve Teas Zestaw Herbat (60 Tb.)
266|98627|6.75 zł|5901363662025||Amk Fasolka Po Bretońsku
267|98625|10.90 zł|5901363662049||Amk Flaki Wołowe W Rosole
268|98626|7.50 zł|5901363662001||Amk Grochówka Żołnierska
269|98628|9.55 zł|5901363662032||Amk Gulasz Wieprzowy
270|72564|19.99 zł|5903240944002||Amus Barwniki Spożywcze Do Żywności 9 Kolorów
271|57828|4.29 zł|8003740102074|{'Wartość energetyczna ': '1476 kJ / 348 kcal', 'Tłuszcz ': '1,1 g', '- w tym kwasy tłuszczowe nasycone ': '0,1 g', 'Węglowodany ': '71 g', '- w tym cukry ': '3,5 g', 'Błonnik ': '3 g', 'Białko ': '12 g', 'Sól ': '0,01 g', 'metadata': '100 g'}|Arrighi Alfabeto Makaron 500 G
272|73373|10.49 zł|8003294540117||As Do Mar Cały Kawałek Tuńczyka W Oliwie Z Oliwek 2Szt.
273|101067|2.49 zł|5905299000289|{'Wartość energetyczna ': '1546 kJ / 365 kcal', 'Tłuszcz ': '2,58 g', 'w tym kwasy tłuszczowe nasycone ': '0,7 g', 'Węglowodany ': '70,4 g', 'w tym cukry ': '0,7 g', 'Błonnik ': '4,9 g', 'Białko ': '13,8 g', 'Sól ': '0,11 g', 'metadata': 'w 100 g'}|As-Babuni Makaron Wałkowany Z Siemieniem Lnianym 4 Jajeczny Krajanka 250 G
274|57503|2.39 zł|5905299000128|{'Wartość energetyczna ': '1540 kJ / 363 kcal', 'Tłuszcz ': '2,4 g', 'w tym kwasy tłuszczowe nasycone ': '0,9 g', 'Węglowodany ': '70,9 g', 'w tym cukry ': '3,4 g', 'Błonnik ': '3,1 g', 'Białko ': '13,0 g', 'Sól ': '0,062 g', '(zawartość soli wynika wyłącznie z obecności naturalnie występującego sodu)': '', 'metadata': 'w 100 g'}|As-Babuni Makaron Lubelski 4 Jajeczny Wstążka 250 G
